25:8,1,7,5,5,8,8,3,4,9,2,4,1,1,5,3,3,1,2,3,9,7,8,8,5,1,6,5,8,2
26:2,8,9,9,5,4,3,6,2,6,9,4,4,5,4,5,2,9,2,7,9,7,7,3,6,9,1,7,9,3
27:2,8,3,9,9,7,9,5,3,9,9,2,2,9,6,3,3,5,8,4,5,5,1,2,1,2,6,4,4,1
28:2,8,1,2,6,1,4,2,6,7,2,3,9,4,3,8,1,5,7,4,6,3,3,1,1,8,4,4,2,2
29:7,3,7,3,5,9,1,3,1,3,2,8,3,1,8,9,1,2,3,4,4,6,3,3,3,4,5,9,4,7
30:9,1,9,5,7,7,2,4,4,2,7,2,5,1,2,9,9,1,4,6,8,1,9,4,1,1,5,4,9,1
31:4,3,6,8,2,4,1,4,3,4,5,6,2,9,3,5,8,3,6,1,9,9,7,8,9,3,6,6,5,1
32:6,3,8,9,3,2,5,5,2,4,8,6,6,2,2,3,7,1,8,5,4,1,1,1,5,8,8,6,9,5
33:7,6,7,2,5,2,2,7,9,2,4,4,4,3,5,8,7,4,7,6,7,4,4,3,1,7,6,8,7,5
34:9,9,1,4,3,2,5,8,4,2,3,9,6,5,8,1,4,9,3,3,6,3,4,5,7,1,9,8,3,5
35:8,5,8,9,1,4,8,7,4,8,9,9,7,4,1,5,7,7,6,6,4,5,2,5,2,4,2,2,3,2
36:6,9,2,4,2,7,8,9,7,7,1,1,3,9,7,2,4,3,7,1,6,7,2,8,5,5,2,4,3,2
37:4,3,2,2,5,4,3,1,8,3,4,2,4,6,8,5,7,1,8,2,4,7,9,6,7,5,4,6,3,9
38:2,8,2,7,8,7,6,6,3,8,5,1,3,5,3,1,4,9,2,3,5,4,4,4,7,4,1,3,4,7
39:8,9,2,3,6,6,2,8,2,6,2,8,9,4,7,6,9,3,3,2,8,1,8,1,4,2,6,3,2,9
40:7,7,3,8,3,4,4,8,1,3,5,2,5,5,1,7,6,9,7,2,4,3,6,6,1,4,4,9,4,6
41:2,8,1,2,6,1,4,2,6,7,2,3,9,4,6,8,1,5,7,4,6,3,3,1,1,8,4,4,2,7
42:7,3,7,3,5,9,1,3,1,3,2,8,3,1,8,9,1,2,3,4,4,6,3,3,3,4,5,9,4,7
43:4,1,1,4,4,1,9,3,3,3,6,7,1,4,6,5,3,2,4,1,4,2,9,6,2,7,2,9,3,1
44:2,6,5,9,9,6,1,8,1,9,8,9,7,7,4,9,6,5,7,3,2,7,8,4,5,2,5,4,2,1
45:4,9,3,1,8,3,2,7,3,4,8,3,1,4,6,1,2,6,7,9,9,5,3,5,7,6,5,6,7,2
46:9,7,2,3,8,8,6,9,4,3,2,6,4,2,5,3,5,4,5,6,5,6,7,6,3,6,1,3,3,6
47:1,1,3,3,8,7,9,4,6,9,5,9,1,8,3,9,1,8,5,2,3,7,8,2,5,8,1,9,4,8
48:7,9,6,3,7,5,1,6,9,4,7,9,9,3,3,5,6,3,3,7,7,9,2,4,4,8,4,7,6,2
49:6,9,1,3,7,6,9,5,6,8,7,1,5,9,5,6,7,9,4,4,6,6,7,6,1,9,7,5,4,7
50:8,6,1,1,2,9,8,6,4,8,7,6,8,6,5,9,5,1,6,3,3,9,9,8,1,3,1,4,6,2
51:9,5,1,4,7,2,6,2,8,3,4,4,1,9,9,2,4,2,3,6,7,1,4,6,8,6,6,9,5,8
52:7,2,7,3,9,5,1,9,9,1,6,9,2,6,3,3,5,1,1,1,7,4,3,4,9,7,8,3,3,2
53:6,8,2,9,7,2,2,5,3,5,8,4,3,1,6,1,3,2,8,8,3,1,5,1,5,2,6,9,2,3
54:2,2,9,5,2,6,6,5,4,4,4,1,3,4,4,8,1,3,6,3,5,5,4,2,8,6,9,3,7,1
55:6,6,9,2,5,6,6,5,6,1,7,5,8,3,9,7,7,8,9,8,7,7,4,6,8,5,6,5,3,5
56:5,7,1,8,6,8,1,9,6,4,5,9,3,3,4,8,7,7,2,8,3,2,5,7,6,9,7,5,1,6
57:6,8,4,2,6,2,6,3,6,9,8,2,9,9,4,3,1,1,9,7,2,7,9,5,3,9,4,1,8,1
58:7,9,6,7,1,5,1,6,6,6,7,3,9,9,5,3,7,9,1,6,2,3,1,5,9,9,6,4,6,4
59:4,3,6,8,2,4,1,4,3,4,5,6,2,9,3,5,9,3,6,1,9,9,7,8,9,3,6,6,5,1
60:2,6,5,9,9,6,1,8,8,9,8,9,7,7,4,9,6,5,7,3,2,7,8,4,5,2,5,4,2,1
61:4,8,3,5,8,8,5,9,9,6,4,2,9,8,8,2,9,4,7,6,3,8,2,7,8,1,8,9,6,3
62:6,5,1,5,9,3,8,8,2,8,3,3,3,1,1,4,4,1,1,1,3,3,8,1,3,8,2,7,2,8
63:5,2,2,4,8,1,8,2,7,3,8,3,4,9,8,6,9,7,5,5,7,3,5,7,6,4,8,9,3,2
64:3,7,8,4,4,9,5,7,2,6,8,1,2,1,5,8,3,7,9,3,7,1,9,7,3,3,8,7,2,6
65:5,1,7,3,7,7,9,6,2,7,7,8,3,3,2,3,6,5,3,7,2,7,3,6,2,9,5,4,1,4
66:6,8,2,9,7,2,2,5,3,5,8,4,3,1,6,1,3,2,8,8,3,1,5,1,4,2,6,9,2,4
67:8,9,6,9,1,7,2,9,5,1,3,3,4,4,3,7,4,5,6,8,1,9,8,8,1,3,9,1,6,4
68:6,8,7,9,5,6,3,8,1,4,5,6,4,8,4,8,5,3,1,8,5,4,5,6,8,1,5,4,2,8
69:5,1,1,4,2,3,7,5,3,1,3,9,3,1,6,3,3,6,8,2,1,7,2,3,1,8,7,5,1,3
70:3,7,2,4,2,4,6,2,3,2,9,9,7,4,8,1,5,7,3,2,9,8,9,3,4,6,2,7,7,2
71:5,9,8,4,7,2,4,1,4,8,7,2,5,1,9,9,6,7,1,3,8,3,5,1,6,8,1,5,2,1
72:2,2,8,6,1,2,9,7,3,4,6,6,5,5,4,1,2,7,8,5,8,4,2,2,6,2,5,3,1,4
73:3,8,6,9,1,4,9,1,3,1,6,5,1,6,2,5,8,4,6,4,5,1,3,4,2,1,3,3,7,8
74:4,3,6,8,2,4,1,4,3,4,5,6,2,9,3,5,9,3,6,1,9,9,7,8,9,3,6,6,5,7
75:5,3,9,9,1,6,1,5,4,8,8,3,3,5,4,5,1,5,9,5,2,9,6,1,9,7,6,7,4,9
76:2,9,3,8,9,3,4,2,7,6,1,5,6,3,1,7,1,4,7,7,5,6,3,7,3,1,3,4,2,7
77:5,5,4,4,4,9,5,6,8,5,5,1,3,1,8,3,2,3,7,5,9,5,8,9,7,6,3,6,9,7
78:7,6,7,2,9,2,2,7,9,2,4,4,4,3,5,8,7,4,7,6,7,4,4,3,1,7,6,8,7,6
79:2,5,9,9,9,3,8,9,4,7,1,1,5,2,5,3,5,1,8,3,8,2,8,9,5,7,3,4,1,1
80:3,2,8,4,1,3,8,1,1,9,9,4,7,6,6,2,4,1,4,4,9,4,5,2,8,8,4,7,1,9
81:7,7,9,1,2,9,1,4,5,4,1,2,5,4,7,5,4,2,5,8,1,3,3,5,6,2,7,3,5,9
82:6,1,5,4,2,4,3,8,4,6,4,9,8,6,8,3,3,1,4,9,2,2,3,9,8,1,8,3,1,3
83:5,7,2,8,8,4,5,3,6,3,4,2,7,3,2,4,7,2,6,1,8,9,1,5,1,8,3,7,2,5
84:1,3,2,3,2,1,9,9,9,8,5,8,6,5,7,2,6,3,8,8,6,3,8,9,3,7,9,5,6,1
85:6,6,7,2,2,3,8,2,9,3,7,9,3,6,3,6,7,5,6,9,9,1,7,3,1,9,3,2,9,6
86:5,5,1,6,4,2,9,2,3,4,8,8,2,9,1,3,5,2,5,4,9,8,2,3,1,2,1,8,8,2
87:2,9,8,9,6,2,6,6,6,2,2,6,8,2,3,4,4,1,5,5,2,2,5,5,8,7,9,8,2,3
88:4,1,3,3,7,6,6,8,3,5,5,3,7,9,7,9,9,8,8,6,4,7,7,8,2,6,9,3,2,8
89:9,7,3,9,3,9,6,8,5,9,2,2,3,8,5,3,4,7,7,6,1,5,9,9,1,1,1,4,6,7
90:8,5,8,9,1,4,8,7,4,8,9,9,7,4,1,5,7,7,6,6,4,5,2,5,2,4,2,2,3,7
91:4,4,7,6,9,3,1,2,8,8,6,5,3,6,5,3,3,5,7,4,1,2,1,4,4,7,2,4,9,7
92:5,8,1,6,5,2,6,3,3,1,1,4,7,1,8,5,6,8,2,5,2,7,8,7,8,4,5,2,1,1
93:1,5,2,7,3,9,6,7,7,3,6,2,9,2,5,6,2,7,6,8,3,3,8,6,4,2,6,7,4,5
94:5,1,5,6,8,2,6,5,1,5,6,4,1,8,9,2,2,6,1,7,6,8,7,1,3,1,7,9,7,4
95:8,5,8,6,4,5,2,2,7,3,1,3,5,2,3,6,8,2,2,9,7,1,6,5,1,1,2,5,5,9
96:7,3,4,5,8,2,2,9,6,6,4,8,7,8,1,8,3,3,4,9,9,4,7,7,9,6,5,2,2,9
97:1,3,7,2,3,2,6,6,1,6,6,9,1,3,1,8,6,6,9,7,2,6,7,5,4,9,7,6,3,7
98:7,7,3,8,3,4,4,8,1,3,5,2,5,5,1,7,6,6,7,2,4,3,6,6,1,4,4,9,4,6
99:4,7,3,5,6,5,9,1,9,4,6,2,3,3,9,8,2,1,1,8,3,1,4,1,5,9,5,3,2,2
100:2,4,3,7,1,9,3,5,4,4,2,2,2,2,8,4,2,1,6,7,3,7,3,8,1,4,8,7,9,4
101:6,7,2,7,8,6,7,8,9,5,9,5,7,8,2,4,4,8,7,5,1,1,5,4,7,7,1,7,2,1
102:1,1,6,7,1,9,1,7,1,4,9,9,8,6,6,6,5,4,5,7,3,5,4,6,9,3,4,3,5,7
103:5,2,2,9,7,5,2,2,3,5,1,3,3,5,9,8,2,6,5,5,9,8,6,7,2,4,1,2,7,3
104:8,9,2,3,6,6,2,8,2,6,2,8,9,4,7,6,9,6,3,2,8,1,8,1,4,2,6,3,2,9
105:2,8,9,8,5,5,4,9,5,5,9,6,4,9,1,2,3,1,6,1,6,8,6,1,8,3,6,9,4,5
106:6,2,8,9,7,1,5,5,9,1,3,5,6,8,4,8,8,2,3,7,1,5,6,8,5,3,1,3,8,8
107:5,9,5,4,7,2,4,1,4,8,7,2,5,1,9,9,6,7,1,3,8,3,5,1,6,8,1,5,2,1
108:8,2,7,3,6,8,1,9,4,6,8,2,4,5,5,5,5,6,1,7,6,3,2,8,5,3,4,2,1,9
109:4,9,3,1,8,3,2,7,3,4,8,3,1,4,6,1,2,6,7,9,9,5,3,5,7,6,5,6,7,2
110:9,4,5,8,8,3,4,6,7,1,9,5,3,7,1,4,6,2,9,7,1,7,5,5,2,2,3,8,2,8
111:9,9,7,4,3,2,5,8,4,2,3,9,6,5,8,1,4,9,3,3,6,3,4,5,7,1,9,8,3,3
112:4,2,6,6,4,5,1,5,7,3,4,7,3,8,8,4,5,2,1,6,1,1,5,3,4,4,3,9,8,5
113:9,4,5,8,8,3,4,2,7,1,9,5,3,7,1,4,6,2,9,7,1,7,5,5,2,2,3,8,2,6
114:2,6,5,9,9,6,1,8,8,9,8,9,7,7,4,9,6,5,7,3,2,7,8,4,5,2,5,4,2,4
115:5,1,5,6,8,2,6,5,1,5,6,4,1,8,9,2,2,5,1,7,6,8,7,1,3,1,7,9,7,4
116:1,1,3,2,8,4,5,9,8,4,3,1,8,6,2,6,7,5,9,6,4,3,3,6,4,6,1,9,7,5
117:5,2,2,9,7,5,2,2,3,5,1,3,3,5,9,8,2,6,5,5,9,8,6,7,2,4,1,2,7,1
118:3,1,3,6,1,3,4,3,2,3,9,1,7,4,1,2,9,8,8,8,2,2,8,8,1,1,6,2,2,6
119:5,6,3,3,9,3,4,1,7,6,6,2,1,2,8,6,8,1,9,2,5,3,9,4,6,4,6,3,4,1
120:2,4,8,5,7,1,8,2,4,8,9,3,8,2,7,9,3,9,4,1,4,7,3,9,4,1,8,3,6,8
121:9,3,7,1,6,3,3,5,3,6,5,8,2,5,4,8,9,9,7,6,2,5,7,3,2,2,6,9,8,8
122:8,2,2,6,2,9,6,9,3,2,6,3,7,3,7,4,9,1,3,8,8,1,3,5,6,5,2,9,9,8
123:7,4,7,6,4,6,3,4,1,6,1,9,7,7,2,4,7,2,9,4,1,8,4,8,4,9,3,6,6,4
124:5,3,9,9,1,6,1,5,4,8,8,3,3,5,4,5,1,5,9,5,2,9,6,1,9,7,6,7,4,9
125:3,8,6,9,1,4,6,1,3,1,6,5,1,6,2,5,8,4,6,4,5,1,3,4,2,1,3,3,7,8
126:3,2,7,1,2,3,2,3,9,1,8,6,3,3,3,6,4,8,7,2,1,2,8,1,8,8,6,3,2,3
127:3,9,2,8,5,4,6,9,1,8,5,3,1,8,5,8,6,6,3,5,7,1,1,2,8,7,1,2,4,7
128:8,2,9,3,6,2,4,1,5,1,7,7,6,5,4,5,2,1,5,6,4,1,6,4,5,6,8,4,5,8
129:2,9,9,2,8,6,5,9,1,4,7,6,8,3,8,6,7,8,1,2,1,9,3,4,8,9,1,6,7,8
130:7,6,4,7,1,3,2,3,9,2,7,7,5,2,5,6,7,3,7,1,7,4,1,8,2,9,7,6,3,3
131:4,9,4,4,4,4,6,1,6,9,1,3,9,3,3,1,6,8,2,5,1,3,2,1,3,9,2,1,4,9
132:4,7,5,5,7,8,8,7,8,6,1,6,4,2,4,7,1,7,7,9,1,6,9,7,6,6,9,1,2,3
133:1,8,7,5,9,4,1,2,8,6,9,5,8,6,7,9,5,9,1,9,7,1,3,5,8,1,9,7,7,6
134:7,7,1,2,2,8,2,2,9,5,9,6,2,4,6,6,7,6,8,9,4,8,9,4,1,9,9,2,7,4
135:4,4,3,8,4,5,8,9,4,7,4,9,5,2,2,1,4,9,1,8,8,8,8,9,3,5,2,9,9,7
136:7,3,7,3,5,9,1,3,1,3,2,8,3,1,8,9,1,2,3,4,4,6,3,3,3,4,5,9,4,4
137:3,6,2,4,6,5,4,9,6,3,5,4,4,9,8,3,4,5,2,9,4,4,7,2,6,2,7,8,2,5
138:2,8,9,9,5,4,3,6,2,6,9,4,4,5,4,5,2,9,2,7,9,7,7,3,6,9,1,7,9,2
139:7,4,4,9,1,5,7,3,2,4,5,5,8,9,2,5,7,4,2,1,8,6,9,1,7,8,2,7,7,3
140:2,8,1,2,6,1,4,2,6,7,2,3,9,4,6,8,1,5,7,4,6,3,3,1,1,8,4,4,2,2
141:5,1,5,6,8,2,6,5,1,5,6,4,1,8,9,2,2,5,1,7,6,8,7,1,3,1,7,9,7,3
142:3,9,2,8,5,4,6,9,1,8,5,3,1,8,5,8,6,6,3,5,7,1,1,2,8,7,1,2,4,2
143:3,4,5,9,6,2,7,7,6,5,2,7,6,8,8,4,8,8,1,5,3,3,6,2,8,1,4,4,7,7
144:4,5,8,2,8,9,3,9,8,7,4,7,9,6,1,7,6,4,8,4,8,8,6,4,5,9,1,2,1,2
145:8,2,5,6,7,5,9,9,1,9,2,6,3,2,7,3,5,5,6,8,7,8,8,5,2,3,8,5,5,9
146:9,1,9,1,7,7,2,4,4,2,7,2,5,1,2,9,9,1,4,6,8,1,9,4,1,1,5,4,9,2
147:6,4,8,4,3,1,1,6,2,8,5,9,7,4,5,1,6,2,1,6,8,1,2,8,5,2,5,4,5,5
148:2,7,1,7,1,2,7,1,1,3,9,3,4,5,4,4,7,8,8,2,6,1,4,9,7,9,4,7,7,7
149:5,1,5,4,2,4,3,8,4,6,4,9,8,6,8,3,3,1,4,9,2,2,3,9,8,1,8,3,1,3
150:3,6,9,8,8,8,6,5,9,9,6,9,3,5,6,2,5,5,4,9,8,2,8,6,2,3,1,4,5,1
151:1,7,7,5,4,6,2,2,2,8,5,7,8,3,6,2,9,2,3,5,5,2,8,8,3,4,6,9,5,8
152:1,3,1,7,7,5,8,1,5,7,8,3,4,5,7,1,7,9,6,8,9,2,6,3,5,6,6,3,6,7
153:6,7,5,2,2,5,6,1,5,6,4,2,6,5,6,3,3,8,5,6,3,8,2,2,7,5,2,6,8,5
154:4,4,9,9,5,6,2,4,1,1,4,2,5,4,2,2,8,8,4,2,7,3,5,8,9,8,5,2,9,4
155:9,1,9,5,7,7,2,4,4,2,7,2,5,1,2,9,9,1,4,6,8,1,9,4,1,1,5,4,9,2
156:1,1,3,2,8,4,5,9,8,4,3,9,8,6,2,6,7,5,9,6,4,3,3,6,4,6,1,9,7,5
157:2,1,2,1,3,2,2,5,5,2,6,1,7,9,5,4,7,4,1,4,3,1,7,9,5,1,1,3,3,1
158:7,9,3,1,5,3,1,3,7,3,9,1,2,6,1,8,2,1,7,6,2,7,7,5,4,5,3,1,1,4
159:2,7,3,8,1,6,9,2,5,6,9,8,8,6,8,1,6,1,5,5,8,3,3,7,4,3,7,3,2,3
160:4,2,8,7,2,9,7,1,1,6,1,7,8,6,2,5,6,6,6,4,5,3,7,1,4,2,8,9,6,1
161:7,4,3,8,4,5,8,9,4,7,4,9,5,2,2,1,4,9,1,8,8,8,8,9,3,5,2,9,9,7
162:3,9,2,8,5,4,6,9,1,8,5,3,1,8,5,8,6,6,3,5,7,1,1,2,8,7,1,3,4,7
163:7,7,8,1,6,7,8,6,5,5,8,4,1,5,1,8,5,4,9,9,1,1,6,6,8,6,9,7,5,1
164:5,1,6,3,5,1,6,3,3,7,4,2,5,5,8,8,9,3,7,8,7,9,5,3,7,7,3,2,8,7
165:9,6,5,8,8,4,6,8,1,3,5,1,8,7,3,3,5,6,7,6,5,3,7,7,5,1,9,7,9,1
166:1,3,2,2,6,6,7,7,9,2,9,8,7,9,9,8,2,8,5,5,9,4,2,8,1,6,1,7,6,7
167:4,6,4,5,2,8,9,8,1,8,8,5,1,1,5,5,8,6,6,6,9,5,5,5,5,5,4,8,2,8
168:6,7,2,7,8,6,7,8,9,5,9,9,7,8,2,4,4,8,7,5,1,1,5,4,7,7,1,7,2,1
169:9,2,3,7,1,7,6,7,8,4,6,5,2,9,6,9,7,5,5,3,2,6,6,2,3,8,1,5,8,8
170:5,6,3,3,9,3,4,1,7,6,6,2,1,2,8,6,8,1,9,4,5,3,9,4,6,4,6,3,4,4
171:3,1,3,6,1,3,4,3,2,3,9,1,7,4,1,5,9,8,8,8,2,2,8,8,1,1,6,2,2,5
172:9,6,9,8,9,5,7,1,2,9,5,2,6,1,9,5,7,7,5,4,9,5,4,9,3,4,4,3,2,6
173:9,7,1,7,5,4,6,2,1,9,4,5,5,7,3,3,8,1,9,6,8,4,9,3,3,9,9,4,9,6
174:8,6,1,1,2,9,8,9,4,8,7,6,8,6,5,9,5,1,6,3,3,9,9,8,1,3,1,4,6,4
175:6,6,9,2,5,6,6,5,6,1,7,5,8,3,9,7,7,8,9,8,7,7,4,6,8,8,6,5,3,7
176:5,1,1,4,2,3,7,5,3,1,3,9,3,1,6,3,3,6,8,2,1,7,2,3,1,8,7,5,1,9
177:5,2,2,9,7,5,2,2,3,5,1,3,3,5,9,8,2,6,5,5,9,8,6,7,2,4,1,2,7,1
178:7,7,5,1,5,1,7,1,8,7,1,2,6,4,6,5,3,6,6,6,8,7,3,5,9,4,8,4,5,2
179:4,9,3,1,8,3,2,7,3,4,8,3,1,4,6,1,2,6,7,9,9,5,3,5,7,6,5,6,7,3
180:6,5,1,5,9,3,8,8,2,8,3,3,3,7,1,4,4,1,1,1,3,3,8,1,3,8,2,7,2,8
181:9,9,1,4,3,2,5,8,4,2,3,9,6,5,8,1,4,9,3,3,6,3,4,5,7,1,9,8,3,3
182:2,8,2,7,8,7,6,6,3,8,5,1,3,5,3,1,4,9,2,3,5,4,4,4,7,4,1,3,4,8
183:2,2,7,5,4,9,1,7,6,2,5,2,3,7,2,6,3,9,3,9,4,3,3,2,7,4,9,5,3,6
184:6,3,5,5,1,8,8,8,7,2,7,2,9,6,1,6,2,8,8,8,3,2,7,1,9,2,4,4,8,2
185:8,1,7,5,5,8,8,3,4,9,2,4,1,1,5,3,3,1,2,3,9,7,8,8,5,1,6,5,8,8
186:1,3,2,2,6,6,7,7,9,2,9,8,7,9,9,8,2,8,5,5,9,4,2,8,1,6,1,7,6,2
187:5,2,6,5,8,6,2,1,1,8,1,5,4,2,4,1,8,5,4,2,8,2,4,3,9,6,9,7,5,6
188:1,8,1,5,5,1,4,1,1,7,7,5,1,8,3,6,4,1,7,2,2,1,9,8,1,7,1,4,5,4
189:4,1,4,2,5,7,7,7,8,4,3,8,5,7,5,5,1,8,7,7,5,2,1,3,2,9,4,2,5,4
190:5,1,2,1,9,9,2,9,6,4,1,9,4,3,6,4,8,6,6,8,8,7,2,6,9,3,3,3,5,8
191:7,3,7,7,6,7,4,9,8,2,8,6,2,2,1,4,2,3,7,6,7,2,6,2,6,6,6,9,4,4
192:7,7,8,3,5,7,3,6,9,1,5,1,1,8,6,6,5,3,6,3,4,8,1,3,8,1,3,6,2,3
193:5,8,1,6,5,2,6,3,3,1,1,4,7,1,8,5,6,8,2,5,9,7,8,7,8,4,5,2,1,1
194:2,5,9,9,9,3,8,9,4,7,1,1,5,2,5,3,5,1,8,3,8,2,8,9,5,7,3,4,1,8
195:4,1,4,2,5,7,7,7,8,4,3,8,5,7,5,5,1,8,1,7,5,2,1,3,2,9,4,2,5,4
196:9,6,9,1,2,6,7,8,2,9,3,1,1,6,3,9,7,3,2,3,8,8,1,5,8,1,7,9,1,5
197:2,4,4,3,4,6,8,1,5,5,7,6,6,9,9,2,6,6,3,5,9,3,8,9,5,4,1,5,2,2
198:9,5,9,5,6,9,9,1,7,3,6,8,4,8,4,6,3,7,4,9,4,9,9,1,9,4,2,6,8,3
199:1,1,9,6,4,2,8,8,4,2,4,1,6,7,9,6,3,4,2,9,6,6,8,2,7,6,9,8,5,6
200:3,6,2,4,6,5,4,9,6,3,5,4,4,9,8,3,4,5,2,9,4,4,2,2,6,2,7,8,2,5
201:1,1,2,3,2,5,2,5,5,4,7,3,9,3,9,7,3,9,4,8,9,7,3,3,6,8,9,2,9,3
202:4,4,4,7,3,1,1,4,9,7,1,9,5,2,4,6,1,3,5,9,6,7,7,5,3,3,2,4,8,2
203:1,4,4,3,7,8,6,9,5,3,7,7,4,6,7,7,4,5,6,5,2,7,7,9,5,3,6,9,1,6
204:1,3,2,2,6,6,7,7,9,2,9,8,7,9,9,8,2,8,5,5,9,7,2,8,1,6,1,7,6,2
205:1,8,7,5,9,4,1,2,8,6,9,5,8,6,7,9,5,9,1,9,7,1,3,5,8,1,9,7,7,6
206:5,9,7,6,2,7,2,5,3,1,7,5,4,7,1,4,7,1,2,4,4,2,6,2,6,8,5,2,9,9
207:2,3,4,5,5,3,9,9,9,4,6,6,5,8,1,9,8,5,8,4,5,9,9,3,2,9,9,6,1,4
208:9,4,2,3,8,8,6,9,4,3,2,6,4,2,5,3,5,4,5,6,5,6,7,6,3,6,1,3,3,6
209:9,5,7,3,5,3,7,8,5,3,4,2,1,1,5,6,9,3,7,5,1,7,5,8,2,2,3,4,5,2
210:6,1,5,8,9,4,4,9,7,3,9,3,7,2,2,9,9,8,7,1,9,8,8,5,8,9,3,8,4,2
211:5,6,5,8,6,1,2,3,1,1,3,6,9,3,8,9,2,6,6,1,2,7,7,8,4,4,4,8,3,7
212:6,3,3,7,5,9,2,9,3,4,5,9,2,2,9,4,8,6,7,6,6,5,7,4,1,4,4,8,1,8
213:1,5,7,2,6,7,3,7,2,1,4,2,4,1,9,1,2,6,4,5,9,6,3,4,7,4,5,8,5,2
214:5,5,4,2,9,1,3,8,2,5,6,7,9,9,6,7,3,6,3,5,8,4,3,1,2,4,2,1,8,9
215:8,2,9,4,7,2,3,5,2,5,9,2,4,8,7,9,7,6,1,8,7,1,8,4,9,7,8,9,2,4
216:5,1,6,3,5,1,6,3,3,7,4,2,5,5,8,8,9,3,7,8,7,9,5,3,7,7,3,2,8,5
217:7,9,8,1,9,9,5,1,9,4,1,6,1,3,7,5,1,5,8,4,8,8,2,3,8,8,6,2,3,5
218:8,9,7,8,6,1,4,9,7,2,2,7,7,3,5,1,6,6,6,8,1,4,3,9,1,8,1,8,5,4
219:8,2,2,6,2,9,6,9,3,2,6,3,7,3,7,4,9,1,3,8,8,1,3,5,6,5,2,9,9,5
220:7,2,8,3,1,1,8,9,2,9,1,4,9,6,8,6,1,2,7,4,8,1,3,1,5,9,6,2,5,2
221:4,9,4,1,5,1,8,9,1,4,2,5,9,8,7,2,3,8,1,6,7,1,8,9,8,7,8,4,2,2
222:1,3,9,6,8,2,1,8,7,7,2,7,1,5,6,8,2,3,5,1,3,8,6,3,6,7,9,3,3,6
223:9,5,5,4,9,1,6,6,7,6,6,6,3,2,4,2,7,6,2,3,2,6,2,2,8,3,4,2,2,7
224:4,4,6,2,4,7,3,3,1,8,7,2,4,6,7,7,9,5,5,9,3,9,8,7,7,4,6,1,3,2
225:6,9,7,5,1,4,7,6,4,8,7,3,5,3,4,6,3,7,1,3,9,9,5,4,6,7,5,1,6,5
